fall;geolocation;id;mass;name;nametype;recclass;reclat;reclong;year
Fell;19.03333,81.89167;10042;113.0;Erakot;Valid;CM2;19.03333;81.89167;1940
Fell;40.3,44.5;10043;107.2;Erevan;Valid;Howardite;40.3;44.5;1911
Fell;1.16667,44.16667;10044;20000.0;Ergheo;Valid;L5;1.16667;44.16667;1889
Fell;52.21667,11.25;10049;2250.0;Erxleben;Valid;H6;52.21667;11.25;1812
Fell;46.25,-1.1;10051;1500.0;Esnandes;Valid;L6;46.25;-1.1;1837
Fell;2.88333,30.83333;10055;500.0;Essebi;Valid;C2-ung;2.88333;30.83333;1957
Fell;43.41667,-94.83333;10059;320000.0;Estherville;Valid;Mesosiderite-A3/4;43.41667;-94.83333;1879
Fell;39.75,-97.03333;10074;89400.0;Farmington;Valid;L5;39.75;-97.03333;1890
Fell;35.55,-77.53333;10075;56000.0;Farmville;Valid;H4;35.55;-77.53333;1934
Fell;44.38333,2.81667;10078;1500.0;Favars;Valid;H5;44.38333;2.81667;1844
Fell;36.05,-94.16667;10079;2360.0;Fayetteville;Valid;H4;36.05;-94.16667;1934
Fell;36.88333,8.45;10080;380.0;Feid Chair;Valid;H4;36.88333;8.45;1875
Fell;32.53333,-87.16667;10081;3200.0;Felix;Valid;CO3.3;32.53333;-87.16667;1900
Fell;34.6,116.75;10086;82.0;Fenghsien-Ku;Valid;H5;34.6;116.75;1924
Fell;36.1,-81.41667;10088;220.0;Ferguson;Valid;OC;36.1;-81.41667;1889
Fell;43.18111,13.75333;10091;10200.0;Fermo;Valid;H3-5;43.18111;13.75333;1996
Fell;47.81667,-96.85;10107;17600.0;Fisher;Valid;L6;47.81667;-96.85;1894
Fell;30.83333,-97.76667;10111;3640.0;Florence;Valid;H3;30.83333;-97.76667;1922
Fell;43.25,-93.66667;10119;152000.0;Forest City;Valid;H5;43.25;-93.66667;1890
Fell;-33.35,146.85833;10120;26000.0;Forest Vale;Valid;H4;-33.35;146.85833;1942
Fell;36.78333,-78.08333;10123;6067.0;Forksville;Valid;L6;36.78333;-78.08333;1924
Fell;50.95,7.31667;10163;240.0;Forsbach;Valid;H6;50.95;7.31667;1900
Fell;33.01667,-83.96667;10164;16300.0;Forsyth;Valid;L6;33.01667;-83.96667;1829
Fell;28.25,7.0;10166;;Fort Flatters;Valid;Stone-uncl;28.25;7.0;1944
Fell;34.48333,-87.83333;10177;650.0;Frankfort (stone);Valid;Howardite;34.48333;-87.83333;1868
Fell;31.47556,113.56694;52412;23000.0;Fuhe;Valid;L5;31.47556;113.56694;1945
Fell;33.18333,130.2;10836;11620.0;Fukutomi;Valid;L5;33.18333;130.2;1882
Fell;55.33333,10.33333;10838;;Fünen;Valid;Stone-uncl;55.33333;10.33333;1654
Fell;25.95,80.81667;10839;4000.0;Futtehpur;Valid;L6;25.95;80.81667;1822
Fell;32.9,115.9;10840;2500.0;Fuyang;Valid;Stone-uncl;32.9;115.9;1977
Fell;44.3,0.4;10846;132.7;Galapian;Valid;H6;44.3;0.4;1826
Fell;7.05,12.43333;10848;36.1;Galim (a);Valid;LL6;7.05;12.43333;1952
Fell;7.05,12.43333;10849;28.0;Galim (b);Valid;EH3/4-an;7.05;12.43333;1952
Fell;51.68333,30.78333;10850;5000.0;Galkiv;Valid;H4;51.68333;30.78333;1995
Fell;27.35,68.53333;10851;6400.0;Gambat;Valid;L6;27.35;68.53333;1897
Fell;11.65,-2.18333;10854;;Gao-Guenie;Valid;H5;11.65;-2.18333;1960
Fell;27.88333,68.53333;10860;380.0;Garhi Yasin;Valid;Iron, IIE;27.88333;68.53333;1917
Fell;41.68333,-112.13333;10861;102.0;Garland;Valid;Diogenite-pm;41.68333;-112.13333;1950
Fell;12.85,11.03333;44882;4162.0;Gashua;Valid;L6;12.85;11.03333;1984
Fell;14.15083,-2.04167;10866;;Gasseltepaoua;Valid;H5;14.15083;-2.04167;2000
Fell;12.91667,11.91667;10870;725.0;Geidam;Valid;H5;12.91667;11.91667;1950
Fell;35.53333,136.88333;10914;14290.0;Gifu;Valid;L6;35.53333;136.88333;1909
Fell;37.31667,13.56667;10917;18000.0;Girgenti;Valid;L6;37.31667;13.56667;1853
Fell;9.6,9.91667;10919;480.0;Git-Git;Valid;L6;9.6;9.91667;1947
Fell;52.2,6.86667;10923;670.0;Glanerbrug;Valid;L/LL5;52.2;6.86667;1990
Fell;-7.25,107.7;10924;1303.0;Glanggang;Valid;H5-6;-7.25;107.7;1939
Fell;57.35,37.61667;10926;152000.0;Glasatovo;Valid;H4;57.35;37.61667;1918
Fell;52.45972,-0.3;10930;767.0;Glatton;Valid;L6;52.45972;-0.3;1991
Fell;50.66667,16.76667;10936;1750.0;Gnadenfrei;Valid;H5;50.66667;16.76667;1879
Fell;24.23333,89.05;10948;1600.0;Gopalpur;Valid;H6;24.23333;89.05;1865
Fell;48.28333,38.08333;10949;3618.0;Gorlovka;Valid;H3.7;48.28333;38.08333;1974
Fell;42.9,2.25;10956;9000.0;Granes;Valid;L6;42.9;2.25;1964
Fell;60.66667,11.0;11196;45.5;Grefsheim;Valid;L5;60.66667;11.0;1976
Fell;43.2,-79.61667;50911;215.0;Grimsby;Valid;H5;43.2;-79.61667;2009
Fell;43.66667,45.38333;11206;3500.0;Grosnaja;Valid;CV3;43.66667;45.38333;1861
Fell;49.26667,18.71667;11207;10500.0;Gross-Divina;Valid;H5;49.26667;18.71667;1837
Fell;46.35,30.58333;11208;8000.0;Grossliebenthal;Valid;L6;46.35;30.58333;1881
Fell;51.93333,15.5;11426;1000.0;Grüneberg;Valid;H4;51.93333;15.5;1841
Fell;52.86667,16.63333;11429;690.0;Grzempach;Valid;H5;52.86667;16.63333;1910
Fell;-33.0,-58.61667;11432;22000.0;Gualeguaychú;Valid;H6;-33.0;-58.61667;1932
Fell;39.80417,122.76389;11435;2910.0;Guangmingshan;Valid;H5;39.80417;122.76389;1996
Fell;24.1,105.0;11436;;Guangnan;Valid;L6;24.1;105.0;1983
Fell;37.1,118.4;11437;1900.0;Guangrao;Valid;L6;37.1;118.4;1980
Fell;38.73333,-6.01667;11439;39000.0;Guareña;Valid;H6;38.73333;-6.01667;1892
Fell;43.76667,20.23333;11440;1915.0;Guêa;Valid;Stone-uncl;43.76667;20.23333;1891
Fell;13.5,-0.68333;11442;288.0;Guibga;Valid;L5;13.5;-0.68333;1972
Fell;9.91667,13.98333;11443;968.0;Guidder;Valid;LL5;9.91667;13.98333;1949
Fell;22.98333,76.05;11448;2449.0;Gujargaon;Valid;H5;22.98333;76.05;1982
Fell;11.49167,11.65833;11449;100000.0;Gujba;Valid;CBa;11.49167;11.65833;1984
Fell;42.9,24.7;11450;5700.0;Gumoschnik;Valid;H5;42.9;24.7;1904
Fell;13.78333,78.56667;11464;28.0;Gurram Konda;Valid;L6;13.78333;78.56667;1814
Fell;9.36667,42.41667;11465;34650.0;Gursum;Valid;H4/5;9.36667;42.41667;1981
Fell;51.91667,8.38333;11466;1000.0;Gütersloh;Valid;H3/4;51.91667;8.38333;1851
Fell;35.0,127.5;11467;1320.0;Gyokukei;Valid;OC;35.0;127.5;1930
Fell;35.65,139.33333;11468;0.2;Hachi-oji;Valid;H?;35.65;139.33333;1817
Fell;50.31667,3.73333;11472;9000.0;Hainaut;Valid;H3-6;50.31667;3.73333;1934
Fell;57.81667,16.23333;11479;1456.0;Hallingeberg;Valid;L3.4;57.81667;16.23333;1944
Fell;41.38333,-86.6;11485;3710.0;Hamlet;Valid;LL4;41.38333;-86.6;1959
Fell;26.8,82.53333;11824;1000.0;Haraiya;Valid;Eucrite-mmict;26.8;82.53333;1878
Fell;28.38333,75.78333;11829;315.0;Haripura;Valid;CM2;28.38333;75.78333;1921
Fell;32.675,-94.51167;11830;8360.0;Harleton;Valid;L6;32.675;-94.51167;1961
Fell;38.25,-86.16667;11842;680.0;Harrison County;Valid;L6;38.25;-86.16667;1859
Fell;35.2945,136.70033;11848;1110.6;Hashima;Valid;H4;35.2945;136.70033;1910
Fell;28.95,0.81667;11852;1250.0;Hassi-Jekna;Valid;Iron, IAB-sHL;28.95;0.81667;1890
Fell;51.65,-1.51667;11855;29000.0;Hatford;Valid;Stone-uncl;51.65;-1.51667;1628
Fell;60.24556,22.06194;11859;1544.0;Haverö;Valid;Ureilite;60.24556;22.06194;1971
Fell;55.46667,13.78333;11869;3500.0;Hedeskoga;Valid;H5;55.46667;13.78333;1922
Fell;27.33333,35.66667;11870;6100.0;Hedjaz;Valid;L3.7-6;27.33333;35.66667;1910
Fell;10.0,-84.1;11875;1000.0;Heredia;Valid;H5;10.0;-84.1;1857
Fell;59.85,17.66667;11878;20000.0;Hessle;Valid;H5;59.85;17.66667;1869
Fell;33.6,130.43333;11883;750.0;Higashi-koen;Valid;H5;33.6;130.43333;1897
Fell;55.9,-4.23333;11884;4500.0;High Possil;Valid;L6;55.9;-4.23333;1804
Fell;34.45,132.38333;11889;414.0;Hiroshima;Valid;H5;34.45;132.38333;2003
Fell;1.345,31.47278;44714;167.7;Hoima;Valid;H6;1.345;31.47278;2003
Fell;64.43333,21.2;11893;305.5;Hökmark;Valid;L4;64.43333;21.2;1954
Fell;34.9,-110.18333;11894;220000.0;Holbrook;Valid;L/LL6;34.9;-110.18333;1912
Fell;9.06667,38.41667;11895;1415.0;Holetta;Valid;Stone-uncl;9.06667;38.41667;1923
Fell;41.8,-91.86667;11901;230000.0;Homestead;Valid;L5;41.8;-91.86667;1875
Fell;21.3,-157.86667;11904;2420.0;Honolulu;Valid;L5;21.3;-157.86667;1825
Fell;35.66667,115.5;11913;180.0;Hotse;Valid;L6;35.66667;115.5;1956
Fell;39.35,-100.45;11915;266.1;Hoxie;Valid;OC;39.35;-100.45;1963
Fell;46.1,16.33333;11916;49000.0;Hraschina;Valid;Iron, IID;46.1;16.33333;1751
Fell;26.46469,106.63241;54719;1600.0;Huaxi;Valid;H5;26.46469;106.63241;2010
Fell;50.3,8.91667;11986;112.0;Hungen;Valid;H6;50.3;8.91667;1877
Fell;61.18333,22.68333;11989;14000.0;Hvittis;Valid;EL6;61.18333;22.68333;1901
Fell;52.28333,7.7;11992;2000.0;Ibbenbüren;Valid;Diogenite;52.28333;7.7;1870
Fell;-20.0,-45.0;11993;2500.0;Ibitira;Valid;Eucrite-mmict;-20.0;-45.0;1957
Fell;38.0,35.0;11994;;Ibrisim;Valid;OC;38.0;35.0;1949
Fell;58.2,82.93333;11995;3973.0;Ichkala;Valid;H6;58.2;82.93333;1936
Fell;-32.1,28.33333;12000;3457.0;Idutywa;Valid;H5;-32.1;28.33333;1956
Fell;-23.2,-51.83333;12003;1200.0;Iguaracu;Valid;H5;-23.2;-51.83333;1977
Fell;-6.03333,145.36667;12004;7330.0;Ijopega;Valid;H6;-6.03333;145.36667;1975
Fell;39.75,46.66667;12027;27000.0;Indarch;Valid;EH4;39.75;46.66667;1891
Fell;39.08333,-94.4;12028;880.0;Independence;Valid;L6;39.08333;-94.4;1917
Fell;41.0,112.0;12037;3000.0;Inner Mongolia;Valid;L6;41.0;112.0;1963
Fell;53.415,-111.3375;12039;4576.0;Innisfree;Valid;L5;53.415;-111.3375;1977
Fell;-25.5,-54.5;12043;7000.0;Ipiranga;Valid;H6;-25.5;-54.5;1972
Fell;-8.93333,33.8;12049;1300.0;Ishinga;Valid;H;-8.93333;33.8;1954
Fell;-31.18333,-57.95;12053;3050.0;Isthilart;Valid;H5;-31.18333;-57.95;1928
Fell;-3.4,-44.33333;12056;2024.0;Itapicuru-Mirim;Valid;H5;-3.4;-44.33333;1879
Fell;26.59083,-12.95217;12058;4720.0;Itqiy;Valid;EH7-an;26.59083;-12.95217;1990
Fell;-8.41667,32.43333;12063;704.5;Ivuna;Valid;CI1;-8.41667;32.43333;1938
Fell;-32.5,21.9;12065;48000.0;Jackalsfontein;Valid;L6;-32.5;21.9;1903
Fell;26.75,68.41667;12067;973.0;Jajh deh Kot Lalu;Valid;EL6;26.75;68.41667;1926
Fell;nan,nan;12068;700.0;Jalanash;Valid;Ureilite;;;1990
Fell;31.0,75.0;12069;1967.0;Jalandhar;Valid;Iron;31.0;75.0;1621
Fell;18.75,75.33333;12072;22.0;Jamkheir;Valid;H6;18.75;75.33333;1866
Fell;39.7,105.8;12074;20500.0;Jartai;Valid;L6;39.7;105.8;1979
Fell;43.83333,20.44167;12078;34000.0;Jelica;Valid;LL6;43.83333;20.44167;1889
Fell;nan,nan;12079;450.0;Jemlapur;Valid;L6;;;1901
Fell;46.42137,14.05217;51589;3667.0;Jesenice;Valid;L6;46.42137;14.05217;2009
Fell;31.3,72.38333;12085;5900.0;Jhung;Valid;L5;31.3;72.38333;1873
Fell;31.91667,104.91667;12086;222.0;Jiange;Valid;H5;31.91667;104.91667;1964
Fell;30.80833,109.5;12087;600000.0;Jianshi;Valid;Iron, IIIAB;30.80833;109.5;1890
Fell;44.05,126.16667;12171;4000000.0;Jilin;Valid;H5;44.05;126.16667;1976
Fell;22.68,70.31333;47362;100.0;Jodiya;Valid;L5;22.68;70.31333;2006
Fell;55.7,24.4;12173;30.0;Jodzie;Valid;Howardite;55.7;24.4;1877
Fell;40.35,-104.9;12198;40300.0;Johnstown;Valid;Diogenite;40.35;-104.9;1924
Fell;-11.85,15.83333;12199;483.0;Jolomba;Valid;LL6;-11.85;15.83333;1974
Fell;45.43333,-0.45;12202;5000.0;Jonzac;Valid;Eucrite-mmict;45.43333;-0.45;1819
Fell;35.5,115.41667;12203;100000.0;Juancheng;Valid;H5;35.5;115.41667;1997
Fell;12.85,76.8;12207;680.0;Judesegeri;Valid;H6;12.85;76.8;1876
Fell;-7.71667,111.2;12209;32490.0;Jumapalo;Valid;L6;-7.71667;111.2;1984
Fell;35.2,118.8;12210;950.0;Junan;Valid;L6;35.2;118.8;1976
Fell;38.74028,-7.27;12213;25250.0;Juromenha;Valid;Iron, IIIAB;38.74028;-7.27;1968
Fell;44.71667,4.3;12214;91000.0;Juvinas;Valid;Eucrite-mmict;44.71667;4.3;1821
Fell;47.35,21.3;12218;3000.0;Kaba;Valid;CV3;47.35;21.3;1857
Fell;11.85,8.21667;12220;13400.0;Kabo;Valid;H4;11.85;8.21667;1971
Fell;27.08333,78.33333;12221;89.0;Kadonah;Valid;H6;27.08333;78.33333;1822
Fell;27.25,79.96667;12222;230.0;Kaee;Valid;H5;27.25;79.96667;1838
Fell;49.86667,30.83333;12227;1900.0;Kagarlyk;Valid;L6;49.86667;30.83333;1908
Fell;15.0,48.3;12228;2000.0;Kaidun;Valid;CR2;15.0;48.3;1980
Fell;55.43333,53.25;12229;200000.0;Kainsaz;Valid;CO3.2;55.43333;53.25;1937
Fell;12.38333,78.51667;12230;350.0;Kakangari;Valid;K3;12.38333;78.51667;1890
Fell;45.13333,21.66667;12231;577.0;Kakowa;Valid;L6;45.13333;21.66667;1858
Fell;-6.83333,29.5;12232;950.0;Kalaba;Valid;H4;-6.83333;29.5;1951
Fell;17.83333,73.98333;12236;4500.0;Kalumbi;Valid;L6;17.83333;73.98333;1879
Fell;26.03333,81.46667;12238;2770.0;Kamalpur;Valid;L6;26.03333;81.46667;1942
Fell;36.04167,139.95667;12240;448.0;Kamiomi;Valid;H5;36.04167;139.95667;1913
Fell;14.18333,75.8;12241;1293.0;Kamsagar;Valid;L6;14.18333;75.8;1902
Fell;31.6,65.78333;12243;299.0;Kandahar (Afghanistan);Valid;L6;31.6;65.78333;1959
Fell;-7.0,115.5;12245;1630.0;Kangean;Valid;H5;-7.0;115.5;1908
Fell;32.08333,76.3;12246;400.0;Kangra Valley;Valid;H5;32.08333;76.3;1897
Fell;4.7,33.63333;12251;11355.0;Kapoeta;Valid;Howardite;4.7;33.63333;1942
Fell;20.33916,73.22329;47357;1600.0;Kaprada;Valid;L5/6;20.33916;73.22329;2004
Fell;42.45,73.36667;12253;3500.0;Kaptal-Aryk;Valid;L6;42.45;73.36667;1937
Fell;47.21667,81.01667;12256;3000.0;Karakol;Valid;LL6;47.21667;81.01667;1840
Fell;-3.5,35.58333;12258;2220.0;Karatu;Valid;LL6;-3.5;35.58333;1963
Fell;12.9,7.15;12260;180.0;Karewar;Valid;L6;12.9;7.15;1949
Fell;27.8,67.16667;12262;22000.0;Karkh;Valid;L6;27.8;67.16667;1905
Fell;31.58333,71.6;12263;2950.0;Karloowala;Valid;L6;31.58333;71.6;1955
Fell;-35.08333,139.91667;12264;41730.0;Karoonda;Valid;CK4;-35.08333;139.91667;1930
Fell;35.36667,136.76667;12266;710.0;Kasamatsu;Valid;H;35.36667;136.76667;1938
Fell;29.58333,77.58333;30740;16820.0;Kasauli;Valid;H4;29.58333;77.58333;2003
Fell;11.33333,10.08333;35465;1500.0;Katagum;Valid;L6;11.33333;10.08333;1999
Fell;25.14333,75.81333;47351;6800.0;Kavarpura;Valid;Iron, IIE-an;25.14333;75.81333;2006
Fell;39.26333,31.78;12268;85000.0;Kayakent;Valid;Iron, IIIAB;39.26333;31.78;1961
Fell;-7.75,112.01667;12270;3300.0;Kediri;Valid;L4;-7.75;112.01667;1940
Fell;36.54194,29.41822;53654;5760.0;Kemer;Valid;L4;36.54194;29.41822;2008
Fell;29.45,-96.0;12275;6937.0;Kendleton;Valid;L4;29.45;-96.0;1939
Fell;20.4625,86.70278;12276;6669.2;Kendrapara;Valid;H4-5;20.4625;86.70278;2003
Fell;48.4,-3.3;12282;5000.0;Kerilis;Valid;H5;48.4;-3.3;1874
Fell;48.11667,-3.08333;12284;80000.0;Kernouve;Valid;H6;48.11667;-3.08333;1869
Fell;38.98333,141.61667;12286;135000.0;Kesen;Valid;H4;38.98333;141.61667;1850
Fell;29.53333,72.3;12288;13600.0;Khairpur;Valid;EL6;29.53333;72.3;1873
Fell;25.55,83.11667;12289;3698.0;Khanpur;Valid;LL5;25.55;83.11667;1932
Fell;50.625,35.075;12291;1500.0;Kharkov;Valid;L6;50.625;35.075;1787
Fell;26.95,77.88333;12294;450.0;Kheragur;Valid;L6;26.95;77.88333;1860
Fell;28.01667,75.81667;12296;100.0;Khetri;Valid;H6;28.01667;75.81667;1867
Fell;56.75,75.33333;12297;6109.0;Khmelevka;Valid;L5;56.75;75.33333;1929
Fell;25.1,81.53333;12298;9700.0;Khohar;Valid;L3.6;25.1;81.53333;1910
Fell;16.0,36.0;12299;3200.0;Khor Temiki;Valid;Aubrite;16.0;36.0;1932
Fell;14.0,28.0;12300;100000.0;Kidairat;Valid;H6;14.0;28.0;1983
Fell;54.4,10.15;12301;737.6;Kiel;Valid;L6;54.4;10.15;1962
Fell;16.58333,-11.33333;12303;1500.0;Kiffa;Valid;H5;16.58333;-11.33333;1970
Fell;36.85,138.38333;12305;331.0;Kijima (1906);Valid;Stone-uncl;36.85;138.38333;1906
Fell;55.0,34.0;12306;195.0;Kikino;Valid;H6;55.0;34.0;1809
Fell;12.76667,9.8;12307;19000.0;Kilabo;Valid;LL6;12.76667;9.8;2002
Fell;43.58333,-89.6;12308;772.0;Kilbourn;Valid;H5;43.58333;-89.6;1911
Fell;54.66667,-7.66667;12309;140.0;Killeter;Valid;H6;54.66667;-7.66667;1844
Fell;11.63333,24.68333;12316;67.4;Kingai;Valid;H6;11.63333;24.68333;1967
Fell;30.75,-95.95;12321;97.7;Kirbyville;Valid;Eucrite-mmict;30.75;-95.95;1906
Fell;48.16667,22.30833;12325;1550.0;Kisvarsány;Valid;L6;48.16667;22.30833;1914
Fell;43.38333,-80.38333;12326;202.6;Kitchener;Valid;L6;43.38333;-80.38333;1998
Fell;51.6,10.8;12332;3250.0;Klein-Wenden;Valid;H6;51.6;10.8;1843
Fell;48.9,22.4;12335;500000.0;Knyahinya;Valid;L/LL5;48.9;22.4;1866
Fell;34.73333,135.16667;12336;136.0;Kobe;Valid;CK4;34.73333;135.16667;1999
Fell;34.3,133.95;12342;11510.0;Kokubunji;Valid;L6;34.3;133.95;1986
Fell;35.73333,139.75;12343;238.0;Komagome;Valid;Iron;35.73333;139.75;1926
Fell;42.51667,26.16667;12344;90.0;Konovo;Valid;LL5;42.51667;26.16667;1931
Fell;48.76367,21.17633;53810;4300.0;Košice;Valid;H5;48.76367;21.17633;2010
Fell;49.32694,7.46472;12353;16500.0;Krähenberg;Valid;LL5;49.32694;7.46472;1869
Fell;54.03333,40.9;12355;2440.0;Krasnoi-Ugol;Valid;L6;54.03333;40.9;1829
Fell;54.33333,56.08333;12357;4000.0;Krasnyi Klyuch;Valid;H5;54.33333;56.08333;1946
Fell;56.8,77.0;12363;845.2;Krutikha;Valid;OC;56.8;77.0;1906
Fell;47.83333,30.76667;12364;50000.0;Krymka;Valid;LL3.2;47.83333;30.76667;1946
Fell;51.15,31.7;12368;2250.0;Kukschin;Valid;L6;51.15;31.7;1938
Fell;30.73111,66.80222;12369;453.6;Kulak;Valid;L5;30.73111;66.80222;1961
Fell;50.75,33.5;12370;6000.0;Kuleschovka;Valid;L6;50.75;33.5;1811
Fell;41.11667,45.0;12373;3719.0;Kulp;Valid;H6;41.11667;45.0;1906
Fell;55.78333,61.36667;12377;200000.0;Kunashak;Valid;L6;55.78333;61.36667;1949
Fell;42.25,59.2;12379;1100000.0;Kunya-Urgench;Valid;H5;42.25;59.2;1998
Fell;37.05,138.38333;12381;4460.0;Kushiike;Valid;OC;37.05;138.38333;1920
Fell;29.68333,78.38333;12382;5.0;Kusiali;Valid;L6;29.68333;78.38333;1860
Fell;44.51667,39.3;12383;23.0;Kutais;Valid;H5;44.51667;39.3;1977
Fell;10.83333,76.03333;12384;45000.0;Kuttippuram;Valid;L6;10.83333;76.03333;1914
Fell;55.2,75.33333;12385;4047.0;Kuznetzovo;Valid;L6;55.2;75.33333;1932
Fell;32.03333,130.63333;12390;45000.0;Kyushu;Valid;L6;32.03333;130.63333;1886
Fell;47.08333,1.75;12392;2800.0;La Bécasse;Valid;L6;47.08333;1.75;1879
Fell;20.66667,-101.28333;12394;399.0;La Charca;Valid;OC;20.66667;-101.28333;1878
Fell;-37.33333,-61.53333;12395;2000.0;La Colina;Valid;H5;-37.33333;-61.53333;1924
Fell;-31.23333,-58.16667;12396;45000.0;La Criolla;Valid;L6;-31.23333;-58.16667;1985
Fell;44.28333,5.58333;12408;3833.0;Laborel;Valid;H5;44.28333;5.58333;1871
Fell;26.78333,82.71667;12433;900.0;Lahrauli;Valid;Ureilite;26.78333;82.71667;1955
Fell;48.76667,0.63333;12434;37000.0;L'Aigle;Valid;L6;48.76667;0.63333;1803
Found;nan,nan;32531;9.6;Cumulus Hills 04075;Valid;Pallasite;;;2003
Fell;21.86667,76.03333;12435;212.5;Lakangaon;Valid;Eucrite-mmict;21.86667;76.03333;1910
Fell;24.45,78.56667;12451;372.0;Lalitpur;Valid;L6;24.45;78.56667;1887
Fell;47.7,1.06667;12455;51700.0;Lancé;Valid;CO3.5;47.7;1.06667;1872
Fell;43.75,5.11667;12456;7000.0;Lancon;Valid;H6;43.75;5.11667;1897
Fell;58.85,16.73333;12461;2300.0;Långhalsen;Valid;L6;58.85;16.73333;1947
Fell;46.24167,126.19611;12464;1282.0;Lanxi;Valid;L6;46.24167;126.19611;1986
Fell;47.75,16.23333;12465;7000.0;Lanzenkirchen;Valid;L4;47.75;16.23333;1925
Fell;33.13333,115.16667;12466;14250.0;Laochenzhen;Valid;H5;33.13333;115.16667;1987
Fell;51.9,-1.11667;12740;1060.0;Launton;Valid;L6;51.9;-1.11667;1830
Fell;52.45,51.56667;12743;800.0;Lavrentievka;Valid;L6;52.45;51.56667;1938
Fell;47.16667,0.43333;12748;3000.0;Le Pressoir;Valid;H5;47.16667;0.43333;1845
Fell;48.53333,-0.86667;12749;780.0;Le Teilleul;Valid;Howardite;48.53333;-0.86667;1845
Fell;35.88333,-99.33333;12755;51500.0;Leedey;Valid;L6;35.88333;-99.33333;1943
Fell;-25.66667,28.36667;12756;460.0;Leeuwfontein;Valid;L6;-25.66667;28.36667;1912
Fell;52.66667,-6.96667;12759;271.4;Leighlinbridge;Valid;L6;52.66667;-6.96667;1999
Fell;34.58333,-87.5;12760;877.0;Leighton;Valid;H5;34.58333;-87.5;1907
Fell;52.26667,32.85;12765;700.0;Leonovka;Valid;L6;52.26667;32.85;1900
Fell;48.35,3.25;12769;125.0;Les Ormes;Valid;L6;48.35;3.25;1857
Fell;50.36667,4.73333;12772;2000.0;Lesves;Valid;L6;50.36667;4.73333;1896
Fell;-26.15,26.18333;14646;4000.0;Lichtenberg;Valid;H6;-26.15;26.18333;1973
Fell;56.65,15.86667;14650;6862.0;Lillaverke;Valid;H5;56.65;15.86667;1930
Fell;52.56667,-8.78333;14652;50000.0;Limerick;Valid;H5;52.56667;-8.78333;1813
Fell;52.75,12.9;14655;1862.0;Linum;Valid;L6;52.75;12.9;1854
Fell;31.63333,118.98333;14659;498.0;Lishui;Valid;L5;31.63333;118.98333;1978
Fell;50.2,14.85;14661;12800.0;Lissa;Valid;L6;50.2;14.85;1808
Fell;37.91667,-92.08333;14664;491.0;Little Piney;Valid;L5;37.91667;-92.08333;1839
Fell;56.0,26.43333;14670;5213.0;Lixna;Valid;H4;56.0;26.43333;1820
Fell;29.53333,71.8;14675;1000.0;Lodran;Valid;Lodranite;29.53333;71.8;1868
Fell;26.96556,72.62667;14678;40000.0;Lohawat;Valid;Howardite;26.96556;72.62667;1994
Fell;38.70066,-77.21163;52843;329.7;Lorton;Valid;L6;38.70066;-77.21163;2010
Fell;38.0,-0.83333;14708;25.0;Los Martinez;Valid;L6;38.0;-0.83333;1894
Fell;36.00833,-95.15;14711;17000.0;Lost City;Valid;H5;36.00833;-95.15;1970
Fell;38.25,-85.75;14716;1300.0;Louisville;Valid;L6;38.25;-85.75;1977
Fell;52.0,19.91667;14718;59000.0;Łowicz;Valid;Mesosiderite-A3;52.0;19.91667;1935
Fell;24.95,75.15;14721;9241.0;Lua;Valid;L5;24.95;75.15;1926
Fell;47.85,0.48333;14724;3500.0;Lucé;Valid;L6;47.85;0.48333;1768
Fell;32.03333,-84.76667;14753;340.0;Lumpkin;Valid;L6;32.03333;-84.76667;1869
Fell;24.8,103.3;14754;2520.0;Lunan;Valid;H6;24.8;103.3;1980
Fell;56.21667,13.03333;14755;11000.0;Lundsgård;Valid;L6;56.21667;13.03333;1889
Fell;61.2,27.7;14756;885.0;Luotolax;Valid;Howardite;61.2;27.7;1813
Fell;46.21667,5.0;14757;14000.0;Luponnas;Valid;H3-5;46.21667;5.0;1753
Fell;-7.21667,29.43333;14759;;Lusaka;Valid;Unknown;-7.21667;29.43333;1951
Fell;19.0,97.0;14764;540.0;Mabwe-Khoywa;Valid;L5;19.0;97.0;1937
Fell;-5.2,-36.66667;15370;1500.0;Macau;Valid;H5;-5.2;-36.66667;1836
Fell;-15.21222,35.24222;15371;93200.0;Machinga;Valid;L6;-15.21222;35.24222;1981
Fell;-28.83333,31.95;15372;1995.0;Macibini;Valid;Eucrite-pmict;-28.83333;31.95;1936
Fell;25.91667,86.36667;15379;1000.0;Madhipura;Valid;L;25.91667;86.36667;1950
Fell;-7.75,111.53333;15380;400.0;Madiun;Valid;L6;-7.75;111.53333;1935
Fell;40.41667,-3.71667;15382;400.0;Madrid;Valid;L6;40.41667;-3.71667;1896
Fell;-26.16667,-49.93333;15383;600.0;Mafra;Valid;L3-4;-26.16667;-49.93333;1941
Fell;37.86667,27.51667;15386;5000.0;Magnesia;Valid;Iron, IAB-sHL;37.86667;27.51667;1899
Fell;-19.48333,31.65;15387;666.6;Magombedze;Valid;H3-5;-19.48333;31.65;1990
Fell;27.66667,95.78333;47361;70500.0;Mahadevpur;Valid;H4/5;27.66667;95.78333;2007
Fell;12.83333,9.38333;30751;4629.0;Maigatari-Danduma;Valid;H5/6;12.83333;9.38333;2004
Fell;32.21667,-104.0;15393;150.0;Malaga;Valid;OC;32.21667;-104.0;1933
